Source,Target,Type,weight,book
roose-bolton,walton,Undirected,6,3
rorge,shagwell,Undirected,4,3
rorge,vargo-hoat,Undirected,3,3
rorge,zollo,Undirected,5,3
roslin-frey,walder-frey,Undirected,6,3
ryk,tormund,Undirected,6,3
ryk,ygritte,Undirected,8,3
ryman-frey,stevron-frey,Undirected,4,3
salladhor-saan,stannis-baratheon,Undirected,6,3
samwell-tarly,small-paul,Undirected,19,3
samwell-tarly,stannis-baratheon,Undirected,18,3
sandor-clegane,sansa-stark,Undirected,8,3
sandor-clegane,thoros-of-myr,Undirected,13,3
sandor-clegane,tickler,Undirected,14,3
sandor-clegane,tyrion-lannister,Undirected,4,3
sansa-stark,shae,Undirected,8,3
sansa-stark,tanda-stokeworth,Undirected,3,3
sansa-stark,tommen-baratheon,Undirected,3,3
sansa-stark,tyrion-lannister,Undirected,78,3
sansa-stark,tysha,Undirected,3,3
sansa-stark,tywin-lannister,Undirected,3,3
sansa-stark,varys,Undirected,4,3
sansa-stark,willas-tyrell,Undirected,5,3
satin,spare-boot,Undirected,4,3
selyse-florent,stannis-baratheon,Undirected,12,3
shae,symon-silver-tongue,Undirected,3,3
shae,tanda-stokeworth,Undirected,3,3
shae,tyrion-lannister,Undirected,23,3
shae,varys,Undirected,11,3
sharna,tom-of-sevenstreams,Undirected,3,3
shireen-baratheon,stannis-baratheon,Undirected,3,3
shireen-baratheon,tommen-baratheon,Undirected,3,3
simon-toyne,smiling-knight,Undirected,3,3
stannis-baratheon,tommen-baratheon,Undirected,3,3
stannis-baratheon,tyrion-lannister,Undirected,7,3
stannis-baratheon,tywin-lannister,Undirected,15,3
styr,tormund,Undirected,5,3
styr,ygritte,Undirected,9,3
symon-silver-tongue,tyrion-lannister,Undirected,7,3
tanda-stokeworth,tyrion-lannister,Undirected,5,3
tansy,tom-of-sevenstreams,Undirected,3,3
tion-frey,willem-lannister,Undirected,6,3
tommen-baratheon,tyrion-lannister,Undirected,8,3
tommen-baratheon,tywin-lannister,Undirected,5,3
tormund,ygritte,Undirected,11,3
tyrion-lannister,tysha,Undirected,3,3
tyrion-lannister,tywin-lannister,Undirected,44,3
tyrion-lannister,varys,Undirected,27,3
tyrion-lannister,viserys-targaryen,Undirected,4,3
tyrion-lannister,willas-tyrell,Undirected,5,3
tywin-lannister,varys,Undirected,5,3
tywin-lannister,walder-frey,Undirected,4,3
vargo-hoat,zollo,Undirected,3,3
addam-marbrand,brynden-tully,undirected,3,4
addam-marbrand,cersei-lannister,undirected,3,4
addam-marbrand,jaime-lannister,undirected,8,4
addam-marbrand,lyle-crakehall,undirected,4,4
aegon-targaryen-(son-of-rhaegar),rhaegar-targaryen,undirected,3,4
aegon-v-targaryen,aemon-targaryen-(maester-aemon),undirected,3,4
aemon-targaryen-(maester-aemon),alleras,undirected,4,4
aemon-targaryen-(maester-aemon),clydas,undirected,5,4
aemon-targaryen-(maester-aemon),dareon,undirected,5,4
aemon-targaryen-(maester-aemon),gilly,undirected,17,4
aemon-targaryen-(maester-aemon),jon-snow,undirected,17,4
aemon-targaryen-(maester-aemon),samwell-tarly,undirected,41,4
aeron-greyjoy,asha-greyjoy,undirected,7,4
aeron-greyjoy,baelor-blacktyde,undirected,4,4
aeron-greyjoy,balon-greyjoy,undirected,17,4
aeron-greyjoy,dunstan-drumm,undirected,4,4
aeron-greyjoy,emmond,undirected,4,4
aeron-greyjoy,euron-greyjoy,undirected,23,4
aeron-greyjoy,gormond-goodbrother,undirected,6,4
aeron-greyjoy,gorold-goodbrother,undirected,10,4
aeron-greyjoy,greydon-goodbrother,undirected,4,4
aeron-greyjoy,meldred-merlyn,undirected,7,4
aeron-greyjoy,murenmure,undirected,11,4
aeron-greyjoy,rus,undirected,5,4
aeron-greyjoy,theon-greyjoy,undirected,3,4
aeron-greyjoy,victarion-greyjoy,undirected,17,4
aerys-ii-targaryen,barristan-selmy,undirected,4,4
aerys-ii-targaryen,cersei-lannister,undirected,3,4
aerys-ii-targaryen,denys-darklyn,undirected,4,4
aerys-ii-targaryen,elbert-arryn,undirected,3,4
aerys-ii-targaryen,jaime-lannister,undirected,6,4
aerys-ii-targaryen,owen-merryweather,undirected,3,4
aerys-ii-targaryen,rhaegar-targaryen,undirected,5,4
aerys-ii-targaryen,robert-baratheon,undirected,3,4
aerys-ii-targaryen,tywin-lannister,undirected,10,4
alla-tyrell,elinor-tyrell,undirected,8,4
alla-tyrell,margaery-tyrell,undirected,7,4
alla-tyrell,megga-tyrell,undirected,10,4
alla-tyrell,osney-kettleblack,undirected,3,4
alleras,armen,undirected,5,4
alleras,leo-tyrell,undirected,7,4
alleras,marwyn,undirected,3,4
alleras,mollander,undirected,7,4
alleras,pate-(novice),undirected,8,4
alleras,roone,undirected,6,4
alleras,samwell-tarly,undirected,8,4
alys-arryn,elys-waynwood,undirected,4,4
alys-arryn,jon-arryn,undirected,3,4
amerei-frey,jaime-lannister,undirected,6,4
amerei-frey,lancel-lannister,undirected,10,4
amerei-frey,lyle-crakehall,undirected,4,4
anders-yronwood,quentyn-martell,undirected,4,4
andrey-dalt,arianne-martell,undirected,10,4
andrey-dalt,garin-(orphan),undirected,11,4
andrey-dalt,myrcella-baratheon,undirected,4,4
andrey-dalt,sylva-santagar,undirected,8,4
andrey-dalt,tyene-sand,undirected,4,4
anya-waynwood,benedar-belmore,undirected,4,4
anya-waynwood,gilwood-hunter,undirected,6,4
anya-waynwood,harrold-hardyng,undirected,6,4
anya-waynwood,horton-redfort,undirected,7,4
anya-waynwood,petyr-baelish,undirected,10,4
anya-waynwood,symond-templeton,undirected,6,4
anya-waynwood,yohn-royce,undirected,5,4
areo-hotah,arianne-martell,undirected,17,4
areo-hotah,arys-oakheart,undirected,7,4
areo-hotah,caleotte,undirected,7,4
areo-hotah,doran-martell,undirected,32,4
areo-hotah,myrcella-baratheon,undirected,5,4
areo-hotah,obara-sand,undirected,7,4
areo-hotah,oberyn-martell,undirected,3,4
arianne-martell,arys-oakheart,undirected,19,4
arianne-martell,cedra,undirected,8,4
arianne-martell,doran-martell,undirected,15,4
arianne-martell,franklyn-fowler,undirected,3,4
arianne-martell,garin-(orphan),undirected,18,4
arianne-martell,gerold-dayne,undirected,11,4
arianne-martell,mellei,undirected,3,4
arianne-martell,morra,undirected,3,4
arianne-martell,myrcella-baratheon,undirected,12,4
arianne-martell,oberyn-martell,undirected,3,4
arianne-martell,quentyn-martell,undirected,8,4
arianne-martell,ricasso,undirected,3,4
arianne-martell,sylva-santagar,undirected,10,4
arianne-martell,timoth,undirected,3,4
arianne-martell,tyene-sand,undirected,4,4
armen,leo-tyrell,undirected,3,4
armen,marwyn,undirected,3,4
armen,mollander,undirected,3,4
armen,pate-(novice),undirected,5,4
armen,roone,undirected,4,4
arya-stark,bellegere-otherys,undirected,3,4
arya-stark,brea,undirected,5,4
arya-stark,brusco,undirected,6,4
arya-stark,dareon,undirected,5,4
arya-stark,denyo-terys,undirected,8,4
arya-stark,kindly-man,undirected,13,4
arya-stark,meralyn,undirected,9,4
arya-stark,nan,undirected,5,4
arya-stark,sandor-clegane,undirected,3,4
arya-stark,sansa-stark,undirected,4,4
arya-stark,syrio-forel,undirected,4,4
arya-stark,talea,undirected,4,4
arya-stark,ternesio-terys,undirected,5,4
arya-stark,umma,undirected,6,4
arya-stark,waif,undirected,17,4
arya-stark,yorko-terys,undirected,6,4
arys-oakheart,doran-martell,undirected,3,4
arys-oakheart,garin-(orphan),undirected,3,4
arys-oakheart,gerold-dayne,undirected,3,4
arys-oakheart,myrcella-baratheon,undirected,18,4
asha-greyjoy,balon-greyjoy,undirected,12,4
asha-greyjoy,euron-greyjoy,undirected,19,4
asha-greyjoy,red-oarsman,undirected,3,4
asha-greyjoy,rodrik-harlaw,undirected,7,4
asha-greyjoy,theon-greyjoy,undirected,6,4
asha-greyjoy,tristifer-botley,undirected,4,4
asha-greyjoy,victarion-greyjoy,undirected,10,4
aurane-waters,cersei-lannister,undirected,9,4
aurane-waters,gyles-rosby,undirected,3,4
aurane-waters,harys-swyft,undirected,5,4
aurane-waters,loras-tyrell,undirected,3,4
aurane-waters,margaery-tyrell,undirected,5,4
aurane-waters,orton-merryweather,undirected,3,4
aurane-waters,paxter-redwyne,undirected,3,4
aurane-waters,stannis-baratheon,undirected,3,4
aurane-waters,tommen-baratheon,undirected,3,4
baelor-blacktyde,balon-greyjoy,undirected,3,4
baelor-blacktyde,euron-greyjoy,undirected,4,4
baelor-blacktyde,victarion-greyjoy,undirected,4,4
baelor-i-targaryen,cersei-lannister,undirected,5,4
balman-byrch,bronn,undirected,7,4
balman-byrch,cersei-lannister,undirected,7,4
balman-byrch,falyse-stokeworth,undirected,10,4
balon-greyjoy,euron-greyjoy,undirected,20,4
balon-greyjoy,stannis-baratheon,undirected,4,4
balon-greyjoy,victarion-greyjoy,undirected,13,4
balon-swann,gregor-clegane,undirected,3,4
balon-swann,jaime-lannister,undirected,3,4
balon-swann,loras-tyrell,undirected,4,4
benedar-belmore,gilwood-hunter,undirected,3,4
benedar-belmore,horton-redfort,undirected,5,4
benedar-belmore,petyr-baelish,undirected,5,4
benedar-belmore,symond-templeton,undirected,4,4
beric-dondarrion,catelyn-stark,undirected,3,4
beric-dondarrion,jaime-lannister,undirected,7,4
beric-dondarrion,mariya-darry,undirected,5,4
beric-dondarrion,sandor-clegane,undirected,3,4
beric-dondarrion,thoros-of-myr,undirected,5,4
biter,brienne-of-tarth,undirected,5,4
blue-bard,cersei-lannister,undirected,7,4
blue-bard,lambert-turnberry,undirected,3,4
blue-bard,margaery-tyrell,undirected,6,4
blue-bard,qyburn,undirected,4,4
blue-bard,tallad,undirected,3,4
bonifer-hasty,jaime-lannister,undirected,4,4
boros-blount,cersei-lannister,undirected,3,4
boros-blount,jaime-lannister,undirected,3,4
boros-blount,meryn-trant,undirected,4,4
boros-blount,osmund-kettleblack,undirected,8,4
boros-blount,osney-kettleblack,undirected,3,4
bran-stark,jon-snow,undirected,6,4
bran-stark,rickon-stark,undirected,5,4
bran-stark,robb-stark,undirected,5,4
bran-stark,tommen-baratheon,undirected,3,4
brea,brusco,undirected,3,4
brea,talea,undirected,4,4
brella,sansa-stark,undirected,4,4
brienne-of-tarth,catelyn-stark,undirected,10,4
brienne-of-tarth,clarence-crabb,undirected,4,4
brienne-of-tarth,creighton-longbough,undirected,8,4
brienne-of-tarth,dick-crabb,undirected,21,4
brienne-of-tarth,dontos-hollard,undirected,7,4
brienne-of-tarth,elder-brother,undirected,4,4
brienne-of-tarth,gendry,undirected,6,4
brienne-of-tarth,hyle-hunt,undirected,17,4
brienne-of-tarth,illifer,undirected,8,4
brienne-of-tarth,jaime-lannister,undirected,18,4
brienne-of-tarth,jeyne-heddle,undirected,4,4
brienne-of-tarth,joffrey-baratheon,undirected,4,4
brienne-of-tarth,lysa-arryn,undirected,3,4
brienne-of-tarth,meribald,undirected,17,4
brienne-of-tarth,narbert,undirected,6,4
brienne-of-tarth,podrick-payne,undirected,36,4
brienne-of-tarth,pyg,undirected,4,4
brienne-of-tarth,randyll-tarly,undirected,8,4
brienne-of-tarth,renly-baratheon,undirected,9,4
brienne-of-tarth,sandor-clegane,undirected,12,4
brienne-of-tarth,sansa-stark,undirected,19,4
brienne-of-tarth,shagwell,undirected,9,4
brienne-of-tarth,timeon,undirected,5,4
brienne-of-tarth,tommen-baratheon,undirected,3,4
brienne-of-tarth,tyrion-lannister,undirected,3,4
brienne-of-tarth,tywin-lannister,undirected,3,4
brienne-of-tarth,willow-heddle,undirected,5,4
bronn,cersei-lannister,undirected,4,4
bronn,falyse-stokeworth,undirected,3,4
bronn,lollys-stokeworth,undirected,4,4
bronn,tyrion-lannister,undirected,4,4
brynden-tully,catelyn-stark,undirected,3,4
brynden-tully,daven-lannister,undirected,3,4
brynden-tully,edmure-tully,undirected,15,4
brynden-tully,edwyn-frey,undirected,3,4
brynden-tully,emmon-frey,undirected,7,4
brynden-tully,jaime-lannister,undirected,18,4
brynden-tully,lyle-crakehall,undirected,4,4
brynden-tully,ryman-frey,undirected,3,4
caleotte,doran-martell,undirected,8,4
caleotte,obara-sand,undirected,5,4
catelyn-stark,hyle-hunt,undirected,3,4
catelyn-stark,jaime-lannister,undirected,15,4
catelyn-stark,petyr-baelish,undirected,3,4
catelyn-stark,randyll-tarly,undirected,3,4
catelyn-stark,renly-baratheon,undirected,4,4
catelyn-stark,robb-stark,undirected,4,4
catelyn-stark,sansa-stark,undirected,9,4
catelyn-stark,tyrion-lannister,undirected,3,4
cedra,garin-(orphan),undirected,5,4
cedric-payne,podrick-payne,undirected,3,4
cersei-lannister,dorcas,undirected,18,4
cersei-lannister,dunsen,undirected,4,4
cersei-lannister,eddard-stark,undirected,3,4
cersei-lannister,falyse-stokeworth,undirected,14,4
cersei-lannister,garlan-tyrell,undirected,3,4
cersei-lannister,garth-tyrell,undirected,3,4
cersei-lannister,gregor-clegane,undirected,6,4
cersei-lannister,gyles-rosby,undirected,18,4
cersei-lannister,harys-swyft,undirected,4,4
cersei-lannister,high-septon-(tyrions),undirected,3,4
cersei-lannister,high-sparrow,undirected,24,4
cersei-lannister,ilyn-payne,undirected,6,4
cersei-lannister,jaime-lannister,undirected,49,4
cersei-lannister,jalabhar-xho,undirected,3,4
cersei-lannister,jocelyn-swyft,undirected,13,4
cersei-lannister,joffrey-baratheon,undirected,21,4
cersei-lannister,jon-snow,undirected,3,4
cersei-lannister,kevan-lannister,undirected,9,4
cersei-lannister,lancel-lannister,undirected,9,4
cersei-lannister,loras-tyrell,undirected,24,4
cersei-lannister,mace-tyrell,undirected,17,4
cersei-lannister,maegor-i-targaryen,undirected,3,4
cersei-lannister,maggy,undirected,5,4
cersei-lannister,margaery-tyrell,undirected,67,4
cersei-lannister,mark-mullendore,undirected,3,4
cersei-lannister,melara-hetherspoon,undirected,5,4
cersei-lannister,meryn-trant,undirected,15,4
cersei-lannister,moon-boy,undirected,5,4
cersei-lannister,myrcella-baratheon,undirected,4,4
cersei-lannister,olenna-redwyne,undirected,6,4
cersei-lannister,orton-merryweather,undirected,9,4
cersei-lannister,osfryd-kettleblack,undirected,8,4
cersei-lannister,osmund-kettleblack,undirected,25,4
cersei-lannister,osney-kettleblack,undirected,24,4
cersei-lannister,petyr-baelish,undirected,7,4
cersei-lannister,pycelle,undirected,15,4
cersei-lannister,qyburn,undirected,27,4
cersei-lannister,rafford,undirected,4,4
cersei-lannister,raynard,undirected,3,4
cersei-lannister,rhaegar-targaryen,undirected,5,4
cersei-lannister,robert-baratheon,undirected,29,4
cersei-lannister,sansa-stark,undirected,6,4
cersei-lannister,senelle,undirected,9,4
cersei-lannister,stannis-baratheon,undirected,9,4
cersei-lannister,taena-of-myr,undirected,46,4
cersei-lannister,tallad,undirected,4,4
cersei-lannister,tommen-baratheon,undirected,80,4
cersei-lannister,tyrion-lannister,undirected,36,4
cersei-lannister,tywin-lannister,undirected,14,4
cersei-lannister,unella,undirected,3,4
cersei-lannister,varys,undirected,7,4
cersei-lannister,walder-frey,undirected,5,4
clement-piper,jaime-lannister,undirected,3,4
cleos-frey,jaime-lannister,undirected,4,4
clydas,samwell-tarly,undirected,3,4
colemon,gretchel,undirected,5,4
colemon,maddy,undirected,5,4
colemon,petyr-baelish,undirected,6,4
colemon,robert-arryn,undirected,7,4
craster,gilly,undirected,8,4
craster,jeor-mormont,undirected,3,4
craster,jon-snow,undirected,3,4
craster,samwell-tarly,undirected,6,4
creighton-longbough,illifer,undirected,15,4
creighton-longbough,shadrich,undirected,4,4
daemon-sand,doran-martell,undirected,3,4
daemon-sand,oberyn-martell,undirected,3,4
dalla,gilly,undirected,6,4
dareon,gilly,undirected,7,4
dareon,lanna-(happy-port),undirected,4,4
dareon,samwell-tarly,undirected,26,4
daven-lannister,emmon-frey,undirected,3,4
daven-lannister,jaime-lannister,undirected,12,4
denyo-terys,ternesio-terys,undirected,3,4
dick-crabb,eustace-brune,undirected,3,4
dick-crabb,jaime-lannister,undirected,3,4
dick-crabb,podrick-payne,undirected,9,4
dick-crabb,renly-baratheon,undirected,3,4
dontos-hollard,joffrey-baratheon,undirected,4,4
dontos-hollard,sansa-stark,undirected,9,4
dontos-hollard,tyrion-lannister,undirected,3,4
doran-martell,gregor-clegane,undirected,4,4
doran-martell,myrcella-baratheon,undirected,6,4
doran-martell,nymeria-sand,undirected,4,4
doran-martell,obara-sand,undirected,8,4
doran-martell,oberyn-martell,undirected,5,4
doran-martell,tyene-sand,undirected,6,4
doran-martell,tywin-lannister,undirected,4,4
dorcas,jocelyn-swyft,undirected,8,4
dorcas,margaery-tyrell,undirected,3,4
dorcas,osney-kettleblack,undirected,3,4
dorcas,qyburn,undirected,3,4
dorcas,taena-of-myr,undirected,6,4
dunsen,gregor-clegane,undirected,3,4
dunsen,ilyn-payne,undirected,4,4
dunsen,meryn-trant,undirected,4,4
dunsen,rafford,undirected,4,4
dunstan-drumm,rodrik-harlaw,undirected,3,4
dunstan-drumm,victarion-greyjoy,undirected,3,4
eddard-stark,joffrey-baratheon,undirected,3,4
eddard-stark,jon-arryn,undirected,4,4
eddard-stark,jon-snow,undirected,4,4
eddard-stark,pycelle,undirected,3,4
eddard-stark,robert-baratheon,undirected,3,4
eddard-stark,stannis-baratheon,undirected,3,4
eddard-stark,tyrion-lannister,undirected,4,4
eddison-tollett,jon-snow,undirected,5,4
eddison-tollett,samwell-tarly,undirected,4,4
edmure-tully,emmon-frey,undirected,11,4
edmure-tully,forley-prester,undirected,3,4
edmure-tully,ilyn-payne,undirected,4,4
edmure-tully,jaime-lannister,undirected,24,4
edmure-tully,roslin-frey,undirected,4,4
edmure-tully,ryman-frey,undirected,5,4
edmure-tully,tommen-baratheon,undirected,4,4
edmure-tully,walder-frey,undirected,4,4
edwyn-frey,jaime-lannister,undirected,9,4
edwyn-frey,ryman-frey,undirected,5,4
edwyn-frey,walder-rivers,undirected,8,4
elder-brother,meribald,undirected,3,4
elder-brother,narbert,undirected,4,4
elia-martell,tywin-lannister,undirected,3,4
elinor-tyrell,margaery-tyrell,undirected,5,4
elinor-tyrell,megga-tyrell,undirected,10,4
elinor-tyrell,tallad,undirected,3,4
emmon-frey,forley-prester,undirected,3,4
emmon-frey,genna-lannister,undirected,5,4
emmon-frey,jaime-lannister,undirected,8,4
emmon-frey,ryman-frey,undirected,4,4
emmon-frey,tywin-lannister,undirected,3,4
euron-greyjoy,hotho-harlaw,undirected,4,4
euron-greyjoy,humfrey-hewett,undirected,3,4
euron-greyjoy,nute,undirected,4,4
euron-greyjoy,quellon-greyjoy,undirected,3,4
euron-greyjoy,red-oarsman,undirected,6,4
euron-greyjoy,rodrik-harlaw,undirected,4,4
euron-greyjoy,sawane-botley,undirected,3,4
euron-greyjoy,victarion-greyjoy,undirected,43,4
falyse-stokeworth,qyburn,undirected,7,4
garin-(orphan),gerold-dayne,undirected,5,4
garin-(orphan),myrcella-baratheon,undirected,5,4
garin-(orphan),nymeria-sand,undirected,3,4
garin-(orphan),sylva-santagar,undirected,8,4
garin-(orphan),tyene-sand,undirected,5,4
garrett-paege,jaime-lannister,undirected,3,4
gendry,willow-heddle,undirected,3,4
genna-lannister,jaime-lannister,undirected,7,4
genna-lannister,tywin-lannister,undirected,3,4
gerold-dayne,myrcella-baratheon,undirected,6,4
gerold-grafton,terrance-lynderly,undirected,3,4
gilly,jon-snow,undirected,15,4
gilly,kojja-mo,undirected,7,4
gilly,melisandre,undirected,3,4
gilly,samwell-tarly,undirected,41,4
gilwood-hunter,horton-redfort,undirected,6,4
gilwood-hunter,lysa-arryn,undirected,3,4
gilwood-hunter,symond-templeton,undirected,4,4
gormon-tyrell,walgrave,undirected,3,4
gorold-goodbrother,victarion-greyjoy,undirected,3,4
gregor-clegane,ilyn-payne,undirected,4,4
gregor-clegane,jaime-lannister,undirected,5,4
gregor-clegane,meryn-trant,undirected,3,4
gregor-clegane,pycelle,undirected,3,4
gregor-clegane,qyburn,undirected,6,4
gregor-clegane,rafford,undirected,4,4
gregor-clegane,sandor-clegane,undirected,5,4
gregor-clegane,tywin-lannister,undirected,5,4
grenn,jon-snow,undirected,3,4
grenn,pypar,undirected,5,4
gretchel,maddy,undirected,9,4
gretchel,robert-arryn,undirected,4,4
gretchel,sansa-stark,undirected,3,4
gyles-grafton,robert-arryn,undirected,3,4
gyles-grafton,terrance-lynderly,undirected,5,4
gyles-rosby,harys-swyft,undirected,6,4
gyles-rosby,mace-tyrell,undirected,3,4
gyles-rosby,margaery-tyrell,undirected,5,4
gyles-rosby,orton-merryweather,undirected,4,4
gyles-rosby,pycelle,undirected,12,4
gyles-rosby,qyburn,undirected,4,4
harras-harlaw,victarion-greyjoy,undirected,3,4
harrold-hardyng,robert-arryn,undirected,4,4
harrold-hardyng,yohn-royce,undirected,3,4
harys-swyft,orton-merryweather,undirected,3,4
harys-swyft,pycelle,undirected,8,4
harys-swyft,stannis-baratheon,undirected,3,4
harys-swyft,taena-of-myr,undirected,3,4
harys-swyft,tommen-baratheon,undirected,3,4
high-septon-(tyrions),tyrion-lannister,undirected,5,4
high-sparrow,maegor-i-targaryen,undirected,4,4
high-sparrow,margaery-tyrell,undirected,11,4
high-sparrow,osney-kettleblack,undirected,4,4
high-sparrow,taena-of-myr,undirected,4,4
high-sparrow,tommen-baratheon,undirected,7,4
horton-redfort,yohn-royce,undirected,3,4
hotho-harlaw,rodrik-harlaw,undirected,4,4
hotho-harlaw,sigfryd-harlaw,undirected,4,4
hotho-harlaw,victarion-greyjoy,undirected,4,4
hugo-vance,jaime-lannister,undirected,3,4
humfrey-hewett,victarion-greyjoy,undirected,4,4
hyle-hunt,meribald,undirected,9,4
hyle-hunt,podrick-payne,undirected,19,4
hyle-hunt,randyll-tarly,undirected,5,4
hyle-hunt,sandor-clegane,undirected,3,4
hyle-hunt,sansa-stark,undirected,3,4
ilyn-payne,jaime-lannister,undirected,30,4
ilyn-payne,lyle-crakehall,undirected,6,4
ilyn-payne,meryn-trant,undirected,5,4
ilyn-payne,rafford,undirected,4,4
jaehaerys-i-targaryen,maegor-i-targaryen,undirected,3,4
jaime-lannister,josmyn-peckledon,undirected,14,4
jaime-lannister,joy-hill,undirected,3,4
jaime-lannister,karyl-vance,undirected,4,4
jaime-lannister,kevan-lannister,undirected,6,4
jaime-lannister,lancel-lannister,undirected,22,4
jaime-lannister,lewys-piper,undirected,3,4
jaime-lannister,loras-tyrell,undirected,10,4
jaime-lannister,lyle-crakehall,undirected,9,4
jaime-lannister,mace-tyrell,undirected,5,4
jaime-lannister,margaery-tyrell,undirected,10,4
jaime-lannister,mariya-darry,undirected,6,4
jaime-lannister,melara-hetherspoon,undirected,3,4
jaime-lannister,olenna-redwyne,undirected,3,4
jaime-lannister,osmund-kettleblack,undirected,17,4
jaime-lannister,pia,undirected,10,4
jaime-lannister,pycelle,undirected,10,4
jaime-lannister,qyburn,undirected,4,4
jaime-lannister,rafford,undirected,3,4
jaime-lannister,renly-baratheon,undirected,6,4
jaime-lannister,rennifer-longwaters,undirected,3,4
jaime-lannister,rhaegar-targaryen,undirected,7,4
jaime-lannister,robb-stark,undirected,4,4
jaime-lannister,robert-baratheon,undirected,12,4
jaime-lannister,ronnet-connington,undirected,4,4
jaime-lannister,ryman-frey,undirected,13,4
jaime-lannister,sandor-clegane,undirected,9,4
jaime-lannister,sansa-stark,undirected,6,4
jaime-lannister,shadrich,undirected,3,4
jaime-lannister,shitmouth,undirected,3,4
jaime-lannister,sybell-spicer,undirected,4,4
jaime-lannister,taena-of-myr,undirected,4,4
jaime-lannister,thoros-of-myr,undirected,3,4
jaime-lannister,tommen-baratheon,undirected,26,4
jaime-lannister,tyrion-lannister,undirected,15,4
jaime-lannister,tywin-lannister,undirected,14,4
jaime-lannister,vargo-hoat,undirected,6,4
jaime-lannister,varys,undirected,11,4
jaime-lannister,walder-frey,undirected,5,4
jaime-lannister,walder-rivers,undirected,4,4
jaime-lannister,wylis-manderly,undirected,3,4
jaime-lannister,zollo,undirected,3,4
jalabhar-xho,lambert-turnberry,undirected,3,4
jalabhar-xho,tallad,undirected,3,4
jeor-mormont,samwell-tarly,undirected,3,4
jeyne-farman,melara-hetherspoon,undirected,4,4
jeyne-westerling,robb-stark,undirected,3,4
jocelyn-swyft,osmund-kettleblack,undirected,3,4
jocelyn-swyft,qyburn,undirected,3,4
jocelyn-swyft,taena-of-myr,undirected,4,4
joffrey-baratheon,mace-tyrell,undirected,3,4
joffrey-baratheon,margaery-tyrell,undirected,6,4
joffrey-baratheon,myrcella-baratheon,undirected,6,4
joffrey-baratheon,qyburn,undirected,3,4
joffrey-baratheon,robert-baratheon,undirected,5,4
joffrey-baratheon,sandor-clegane,undirected,4,4
joffrey-baratheon,sansa-stark,undirected,6,4
joffrey-baratheon,tommen-baratheon,undirected,23,4
joffrey-baratheon,tyrion-lannister,undirected,9,4
jon-arryn,lysa-arryn,undirected,3,4
jon-arryn,petyr-baelish,undirected,3,4
jon-arryn,robert-baratheon,undirected,3,4
jon-arryn,tyrion-lannister,undirected,3,4
jon-snow,robb-stark,undirected,3,4
jon-snow,samwell-tarly,undirected,31,4
jon-snow,stannis-baratheon,undirected,6,4
josmyn-peckledon,pia,undirected,6,4
kevan-lannister,lancel-lannister,undirected,10,4
kevan-lannister,stannis-baratheon,undirected,3,4
kevan-lannister,tommen-baratheon,undirected,6,4
kevan-lannister,tyrion-lannister,undirected,4,4
kevan-lannister,tywin-lannister,undirected,5,4
kindly-man,waif,undirected,7,4
kojja-mo,samwell-tarly,undirected,8,4
lambert-turnberry,tallad,undirected,3,4
lancel-lannister,moon-boy,undirected,11,4
lancel-lannister,osmund-kettleblack,undirected,13,4
leo-tyrell,pate-(novice),undirected,8,4
leo-tyrell,roone,undirected,3,4
leo-tyrell,samwell-tarly,undirected,3,4
lollys-stokeworth,tanda-stokeworth,undirected,4,4
loras-tyrell,margaery-tyrell,undirected,21,4
loras-tyrell,osmund-kettleblack,undirected,13,4
loras-tyrell,tommen-baratheon,undirected,13,4
loras-tyrell,tyrion-lannister,undirected,3,4
lothor-brune,mya-stone,undirected,6,4
lothor-brune,petyr-baelish,undirected,3,4
lothor-brune,robert-arryn,undirected,4,4
lothor-brune,sansa-stark,undirected,3,4
lucas-codd,red-oarsman,undirected,3,4
lucas-codd,torwold-browntooth,undirected,3,4
luwin,nan,undirected,3,4
lyn-corbray,lyonel-corbray,undirected,4,4
lyn-corbray,petyr-baelish,undirected,4,4
lyn-corbray,robert-arryn,undirected,6,4
lyonel-corbray,petyr-baelish,undirected,3,4
lysa-arryn,marillion,undirected,5,4
lysa-arryn,nestor-royce,undirected,12,4
lysa-arryn,petyr-baelish,undirected,14,4
lysa-arryn,robert-arryn,undirected,8,4
lysa-arryn,sansa-stark,undirected,6,4
mace-tyrell,margaery-tyrell,undirected,6,4
mace-tyrell,mathis-rowan,undirected,3,4
mace-tyrell,olenna-redwyne,undirected,4,4
mace-tyrell,stannis-baratheon,undirected,4,4
mace-tyrell,tommen-baratheon,undirected,10,4
mace-tyrell,tyrion-lannister,undirected,3,4
mace-tyrell,tywin-lannister,undirected,4,4
maddy,mya-stone,undirected,4,4
maddy,robert-arryn,undirected,7,4
maddy,sansa-stark,undirected,3,4
maegor-i-targaryen,tommen-baratheon,undirected,5,4
maggy,melara-hetherspoon,undirected,3,4
manfrey-martell,ricasso,undirected,4,4
margaery-tyrell,megga-tyrell,undirected,9,4
margaery-tyrell,olenna-redwyne,undirected,3,4
margaery-tyrell,orton-merryweather,undirected,4,4
margaery-tyrell,osmund-kettleblack,undirected,8,4
margaery-tyrell,osney-kettleblack,undirected,14,4
margaery-tyrell,qyburn,undirected,6,4
margaery-tyrell,robert-baratheon,undirected,5,4
margaery-tyrell,sansa-stark,undirected,3,4
